DATE	TIME	RIVER LEVEL	R/W PUMP DUTY	R/W FLOW	R/W NTU	R/W CLR	R/W PH	FILT. NTU	C/W WELL LEVEL	PH	NTU	CLR	CL2	F/RIDE	ALUM	T/W PUMP DUTY	T/W FLOW	18ML LEVEL	18ML FLOW	REMARKS
2025-01-02 00:00:00	700	10.23	2	45.4	16	158	7	0.4	3.81	7.3	0.43	5.0	1.7	-	0.06	1,3	42.7	-	-	
2025-01-02 00:00:00	900	10.24	2	45.2	16	158	7	0.4	3.81	7.3	0.43	5.0	1.7	-	0.06	1,3	42.7	-	-	
2025-01-02 00:00:00	1100	10.26	2	45.6	16	158	7	0.2	3.76	7.3	0.5	5.0	1.7	-	0.06	1,3	42.8	-	-	
2025-01-02 00:00:00	1300	10.17	2	46.1	15	145	7	0.4	3.61	7.3	0.44	5.0	1.7	-	0.06	1,3	42.6	-	-	
2025-01-02 00:00:00	1500	10.17	2	46.0	15	145	7	0.4	3.51	7.3	0.53	5.0	1.7	-	0.06	1,3	42.0	-	-	B/W filter no.3&3 (11.00pm)
2025-01-02 00:00:00	1700	10.17	2	46.0	14	145	7	0.4	3.41	7.3	1.75	5.0	1.7	-	0.06	1,3	42.2	-	-	B/W filter no.1&4 (11.00pm)
2025-01-02 00:00:00	1900	9.91	2	44.6	13	145	7	0.04	3.5	7.3	1.79	5.0	1.7	-	0.06	1,3	42.2	-	-	
2025-01-02 00:00:00	2100	9.91	2	44.6	13	145	7	0.04	3.51	7.3	1.71	5.0	1.7	-	0.06	1,3	42.2	-	-	
2025-01-02 00:00:00	2300	9.86	2	46.2	12	143	7	0.07	3.58	7.3	0.32	5.0	1.6	-	0.06	1,3	43.8	-	-	B/W no.6
2025-01-02 00:00:00	100		2	45.4	12	143	7	0.07	3.55	7.3	0.31	5.0	1.6	-	0.06	1,3	42.7	-	-	
2025-01-02 00:00:00	300	9.93	2	45.1	12	143	7	0.07	3.58	7.3	0.3	5.0	1.6	-	0.06	1,3	42.6	-	-	
2025-01-02 00:00:00	500	9.87	2	45.1	12	143	7	0.07	3.68	7.3	0.27	5.0	1.6	-	0.06	1,3	42.8	-	-	
2025-02-02 00:00:00	700	9.96	2	45.9	11	128	7	0.09	3.71	7.3	0.27	5.0	1.7	-	0.06	1,3	42.6	-	-	
2025-02-02 00:00:00	900	9.98	2	45.7	11	128	7	0.08	3.75	7.3	0.27	5.0	1.6	-	0.06	1,3	42.8	-	-	
2025-02-02 00:00:00	1100	10.0	2	45.8	11	128	7	0.08	3.77	7.3	0.28	5.0	1.6	-	0.06	1,3	43.0	-	-	
2025-02-02 00:00:00	1300	9.8	2	45.7	11	128	7	0.09	3.83	7.3	0.27	5.0	1.6	-	0.06	1,3	43.0	-	-	B/W fil. 5
2025-02-02 00:00:00	1500	9.78	2	45.6	10	128	7	0.08	3.82	7.3	0.29	5.0	1.6	-	0.06	1,3	42.9	-	-	
2025-02-02 00:00:00	1700	9.79	2	45.7	10	128	7	0.08	3.83	7.3	0.32	5.0	1.6	-	0.06	1,3	43.0	-	-	
2025-02-02 00:00:00	1900	9.57	2	45.6	11	128	7	0.16	3.83	7.3	0.31	5.0	1.4	-	0.06	1,3	42.9	-	-	B/W fil. 2
2025-02-02 00:00:00	2100	9.54	2	45.6	10	128	7	0.11	3.83	7.3	0.33	5.0	1.4	-	0.06	1,3	43.0	-	-	
